chapter,q_type,text,options,answer
第十二章习题-副本,多选题,"6 把建设美丽中国转化为全体人民自觉行动,要做到( )。",A、 培育生态道德和行为准则，开展全民绿色行动||B、 坚持用最严格制度最严密法治保护生态环境的同时，激发起全社会共同呵护生态环境的内生动力||C、 动员全社会都以实际行动减少能源资源消耗和污染排放||D、 增强全民节约意识、环保意识、生态意识||E、 加快形成绿色生产方式和生活方式,ABCDE
第十二章习题-副本,多选题,7 在整个发展过程中，我们都要坚持( )的方针，要像保护眼睛一样保护生态环境,A、 保护优先||B、 发展为主||C、 节约优先||D、 自然恢复为主,ACD
第十二章习题-副本,多选题,8 绿水青山就是金山银山，阐述了( )的关系。,A、 社会和谐||B、 人类生存||C、 经济发展||D、 生 态环境保护,CD
第十二章习题-副本,多选题,"9 生态文明制度体系更加健全,表现在( )。",A、 制定出台《中共中央国务院关于加快推进生态文明建设的意见》《生态文明体制改革总体方案》等纲领性文件||B、 制定数十项涉及生态文明建设的改革方案，生态文明“四梁八柱”性质的制度体系基本形成||C、 制定修订环境保护法、环境保护税法等30多部生态环境领域法律和行政法规||D、 开展中央生态环境保护督察，坚决查处破坏生态环境的重大典型案件,ABCD
第十二章习题-副本,多选题,10 对共同但有区别的责任原则的理解，正确的说法是( )。,A、 必须充分考虑历史责任、各国国情和生态治理能力||B、 坚持各尽所能、国家自主决定贡献的制度安排||C、 必须充分肯定发展中国家应对气候变化所作的贡献，照顾其特殊困难和关切||D、 发达国家和发展中国家处于不同发展阶段，但在环境问题上的历史责任相同||E、 发达国家应该主动承担历史责任，为发展中国家提供资金、技术、能力建设等方面支持。,ABCE
第十二章习题-副本,多选题,11 绿水青山是( )。,A、 生态财富||B、 经济财富||C、 自然财富||D、 社会财富,ABCD
第十二章习题-副本,多选题,"12 加快形成绿色生产方式和生活方式,要( )。",A、 加快推动产业结构、能源结构、交通运输结构等调整优化||B、 健全绿色发展的保障体系||C、 推进各类资源节约集约利用||D、 把建设美丽中国转化为全体人民的自觉行动||E、 积极稳妥推进碳达峰碳中和,ABCDE
第十二章习题-副本,多选题,13 对我国推进碳达峰碳中和的理解，正确的说法是( )。,A、 实现“双碳”目标，是别人让我们这样做，不是我们自己要做||B、 要把“双碳”工作纳入生态文明建设整体布局和经济社会发展全局||C、 既坚定不移走绿色低碳发展的新路子，又不急于求成、偏激冒进||D、 这是一场广泛而深刻的经济社会系统性变革||E、 这是破解资源环境约束突出问题、实现可持续发展的迫切需要,BCDE
第十二章习题-副本,多选题,"14 推动全球可持续发展,我国必须( )。",A、 积极落实联合国生态系统恢复十年行动计划，实施生物多样性保护修复重大工程||B、 积极参与全球气候治理||C、 积极打造绿色“一带一路”||D、 积极推进全球生物多样性治理,ABCD
第十二章习题-副本,多选题,"15 生态文明建设战略地位更加凸显,表现在( )。",A、 把“生态文明建设”纳入“五位一体”总体布局||B、 把“促进人与自然和谐共生”纳入中国式现代化的本质要求||C、 党的十九大把“增强绿水青山就是金山银山的意识”等写入党章||D、 把“坚持人与自然和谐共生”纳入新时代坚持和发展中国特色社会主义的基本方略||E、 把“美丽中国”纳入社会主义现代化强国目标;把“绿色”纳入新发展理念,ABCDE
第十二章习题-副本,填空题,1 习近平指出:“绿色发展，就其要义来讲，是要解决好____和谐共生问题。”,,人与自然
第十二章习题-副本,填空题,2 生态文明建设是关系中华民族永续发展的根本大计。建设____，是全面建设社会主义现代化国家的重要目标。,,美丽中国
第十二章习题-副本,填空题,3 建设美丽中国，要从我国国情和生态文明建设的实际出发，加快形成____的生产方式和生活方式。,,绿色
第十二章习题-副本,填空题,4 党的十八大以来，以习近平同志为核心的党中央坚持____的理念，把生态文明建设摆在全局工作的突出位置。,,绿水青山就是金山银山
第十二章习题-副本,判断题,1 “天地与我并生，而万物与我为一”的“天人合一”思想是中华文明的鲜明特色和独特标识，代表着我们祖先对处理人与自然关系的重要认识。( ),,对
第十二章习题-副本,判断题,2 生态环境保护和经济发展是矛盾对立的关系，是鱼和熊掌不可兼得的。( ),,错
第十二章习题-副本,判断题,3 要实现我国经济社会的可持续发展，必须着力开发利用传统能源，提高资源利用效率。( ),,错
第十二章习题-副本,判断题,4 建设生态文明是顺应人类文明进程.实现人与自然和谐共生的必然要求，具有历史必然性。( ),,对
第十二章习题-副本,判断题,5 发达国家应减少的是“奢侈排放”，中国则是最大限度地克制“生存和发展排放”。( ),,对
第十二章习题-副本,判断题,6 良好生态环境是最普惠的民生福祉。( ),,对
第十二章习题-副本,判断题,7 我们要优化国土空间开发保护格局，在自然保护地开发房地产。( ),,错
第十二章习题-副本,判断题,8 人和自然是生命共同体，人与自然是一种共生关系。( ),,对
第十二章习题-副本,判断题,9 绿水青山可带来金山银山，金山银山也可买到绿水青山。( ),,错
第九章 全面依法治国-副本,单选题,1 全面依法治国的总抓手是( )。,A、 建设社会主义法治国家||B、 ，坚持中国共产党的领导||C、 建设中国特色社会主义法治体系||D、 建设中国特色社会主义法治体系，建设社会主义法治国家,C
第九章 全面依法治国-副本,单选题,2 ( )是中国特色社会主义法治体系的根本制度基础，是全面推进依法治国的根本制度保障。,A、 以德治国||B、 党的领导||C、 马克思主义指导||D、 中国特色社会主义制度,D
第九章 全面依法治国-副本,单选题,3 ( )是社会主义法治最根本的保证。,A、 严密的法治监督体系||B、 党的领导||C、 中国特色社会主义制度||D、 全面深化改革,B
第九章 全面依法治国-副本,单选题,4 全面依法治国最广泛、最深厚的基础是( )。,A、 人民||B、 社会主义民主||C、 社会稳定||D、 党的领导,A
第九章 全面依法治国-副本,单选题,5 全面依法治国的总目标是( )。,A、 有法可依、有法必依、违法必究、执法必严||B、 建设中国特色社会主义法治体系||C、 建设中国特色社会主义法治体系，建设社会主义法治国家||D、 建设社会主义法治国家,C
第九章 全面依法治国-副本,单选题,6 1997年，( )确立依法治国为治理国家的基本方略，把建设社会主义法治国家，确定为社会主义现代化建设的重要目标。,A、 党的十四大||B、 党的十五大||C、 ，党的十六大||D、 党的十三届四中全会,B
第九章 全面依法治国-副本,单选题,7 建设中国特色社会主义法治体系，必须坚持( )先行。,A、 守法||B、 立法||C、 执法||D、 司法,B
第九章 全面依法治国-副本,单选题,8 ( )是国家根本法，是党和人民意志的集中体现，是国家各种制度和法律法规的总依据。,A、 民法典||B、 宪法||C、 法律总纲||D、 诉讼法,B
第九章 全面依法治国-副本,单选题,9 ( )是国家治理体系和治理能力的重要依托。,A、 民主||B、 法治||C、 党的领导||D、 人民,B
第九章 全面依法治国-副本,单选题,10 ( )是党领导人民治理国家的基本方式。,A、 绿色发展||B、 依法治国||C、 人民当家作主||D、 以人民为中心,B
第九章 全面依法治国-副本,单选题,11 ( )是推进全面依法治国的根本保证。,A、 人民当家作主||B、 党的领导||C、 社会和谐稳定||D、 经济社会发展,B
第九章 全面依法治国-副本,单选题,12 我们讲坚持依宪治国、依宪执政，就包括坚持宪法确定的( )地位不动摇。,A、 宪法权威||B、 社会主义法治国家||C、 中国共产党领导||D、 人民当家作主,C
第九章 全面依法治国-副本,单选题,13 全面依法治国的唯一正确道路是( )。,A、 中国特色社会主义政治发展道路||B、 中国特色社会主义道路||C、 中国特色社会主义法治道路||D、 中国特色社会主义法制道路,C
第九章 全面依法治国-副本,单选题,14 ( )是中国特色社会主义的本质要求和重要保障。,A、 全面依法治国||B、 全面深化改革||C、 全面建设社会主义现代化国家||D、 全面从严治党,A
第九章 全面依法治国-副本,单选题,15 全面依法治国的总抓手是( )。,A、 坚持中国共产党的领导||B、 建设中国特色社会主义法治体系，建设社会主义法治国家||C、 建设中国特色社会主义法治体系||D、 建设社会主义法治国家,C
第九章 全面依法治国-副本,单选题,16 ( )既是全面从严治党的重要依据，也是全面依法治国的有力保障。,A、 党内法规||B、 党章||C、 党的监督机制||D、 党的纪律条例,A
第九章 全面依法治国-副本,多选题,1 法治中国建设的工作布局是( )。,A、 坚持依法治国、依法执政、依法行政共同推进||B、 坚持统筹推进国内法治和涉外法治||C、 坚持法治国家、法治政府、法治社会一体建设||D、 协商民主和法制宣传一体推进,ABC
第九章 全面依法治国-副本,多选题,2 坚持依宪治国、依宪执政，就必须( )。,A、 学习西方“三权鼎立”制度||B、 坚持宪法确定的人民民主专政的国体和人民代表大会的政体不动摇||C、 坚持走“宪政”道路不动摇||D、 坚持宪法确定的中国共产党领导地位不动摇,BD
第九章 全面依法治国-副本,多选题,3 法治中国建设的总体目标是( )。,A、 到2025年，党领导全面依法治国体制机制更加健全，以宪法为核心的中国特色社会主义法律体系更加完备||B、 到2025年，法治社会建设取得重大进展，党内法规体系更加完善||C、 到2035年，法治国家、法治政府、法治社会基本建成||D、 到2025年，中国特色社会主义法治体系初步形成,ABCD
第九章 全面依法治国-副本,多选题,4 准确把握全面推进依法治国重点任务，着力推进( )。,A、 严格执法||B、 全民守法||C、 科学立法||D、 公正司法,ABCD
第九章 全面依法治国-副本,多选题,"5 正确处理改革和法治的关系 ,要做到( )。",A、 对不适应改革要求的现行法律法规，要及时修改或废止||B、 立法主动适应改革需要，重大改革于法有据||C、 对实践证明已经比较成熟的改革经验和行之有效的改革举措，要尽快上升为法律。||D、 对实践条件还不成熟、需要先行先试的，要按照法定程序作出授权||E、 要坚持改革决策和立法决策相统一,ABCDE
第九章 全面依法治国-副本,多选题,6 要坚持( )相结合，实现法治和德治相辅相成、相得益彰。,A、 协同发展||B、 依法治国||C、 全面发展||D、 以德治国,BD
第九章 全面依法治国-副本,多选题,7 中国特色社会主义法治道路的核心要义是( )。,A、 坚持社会主义根本制度||B、 坚持中国特色社会主义制度||C、 贯彻中国特色社会主义法治理论||D、 坚持党的领导,BCD
第九章 全面依法治国-副本,多选题,8 中国特色社会主义法治道路的核心要义，就是( )，这充分体现了我国社会主义性质。,A、 贯彻中国特色社会主义法治理论||B、 坚持从中国实际出发||C、 坚持党的领导||D、 坚持中国特色社会主义制度,ACD
第九章 全面依法治国-副本,多选题,9 坚持以宪法为最高法律规范，完善以宪法为核心的中国特色社会主义法律体系，加强( )立法，把国家各项事业和各项工作纳入法制轨道。,A、 突出领域||B、 重点领域||C、 涉外领域||D、 新兴领域,BCD
第九章 全面依法治国-副本,多选题,10 全面依法治国是( )。,A、 坚持和发展中国特色社会主义的本质要求和重要保障||B、 国家治理的一场深刻革命，关系党执政兴国，关系人民幸福安康||C、 完善和发展中国特色社会主义制度、推进国家治理体系和治理能力现代化的重要方面||D、 “四个全面”战略布局之一,ABCD
第九章 全面依法治国-副本,多选题,11 关于政治和法治的关系，下列说法正确的是( )。,A、 法治要脱离政治的影响，才能确保公平正义||B、 法治当中有政治，没有脱离政治的法治||C、 党和法的关系是政治和法治关系的集中反映||D、 政治和法治相互依存，相互作用，密不可分,BCD
第九章 全面依法治国-副本,多选题,12 走中国特色社会主义法治道路，必须长期坚持以下哪些基本原则。( ),A、 坚持法律面前人人平等||B、 坚持人民主体地位||C、 坚持依法治国与以德治国相结合||D、 从中国实际出发，||E、 坚持中国共产党的领导,ABCDE
第九章 全面依法治国-副本,多选题,"13 正确处理依法治国和依规治党的关系, 要做到( )。","A、 要通过法律保障党的政策有效实施||B、 要正确处理党的政策和国家法律的关系，两者都是人民根本意志的反映||C、 要发挥依法治国和依规治党的互补性作用,确保党既依据宪法法律治国理政，又依据党内法规管党治党||D、 党的政策是国家法律的先导和指引",ABCD
第九章 全面依法治国-副本,填空题,"1 坚持依法治国首先要坚持____,坚持依法执政首先要坚持依宪执政。",,依宪治国
第九章 全面依法治国-副本,填空题,2 全面推进依法治国的总抓手是____。,,建设中国特色社会主义法治体系
第九章 全面依法治国-副本,填空题,3 全面推进依法治国总目标是____、建设社会主义法治国家。,,建设中国特色社会主义法治体系
第九章 全面依法治国-副本,填空题,4 全面依法治国，必须始终坚持正确方向，坚定不移走____道路。,,中国特色社会主义法治
第九章 全面依法治国-副本,判断题,1 依法治国是党领导人民治理国家的基本方式。( ),,对
第九章 全面依法治国-副本,判断题,2 “立善法于天下，则天下治;立善法于一国，则一国治。”全面依法治国，必须加快完善中国特色社会主义法律体系，使之更加科学完备、统一权威。( ),,对
第九章 全面依法治国-副本,判断题,3 坚持依法执政首先要坚持依宪执政。( ),,对
第九章 全面依法治国-副本,判断题,4 法治可以脱离一定社会经济、政治和文化所提供的社会条件。( ),,错
第九章 全面依法治国-副本,判断题,5 党的领导和社会主义法治是一致的，社会主义法治必须坚持党的领导，党的领导必须依靠社会主义法治。( ),,对
第九章 全面依法治国-副本,判断题,6 中国特色社会主义法治道路是社会主义法治建设成就和经验的集中体现，是建设社会主义法治国家的唯一正确道路。( ),,对
第九章 全面依法治国-副本,判断题,7 法治是是制度之治最基本最稳定最可靠的保障。( ),,对
第五章 习题-副本,单选题,1 党的十九大提出，到( )“各方面制度更加完善，国家治理体系和治理能力现代化基本实现”。,A、 2025年||B、 2035年||C、 2020年||D、 2030年,B
第五章 习题-副本,单选题,2 中阿新闻交流中心、中阿电子图书馆门户网站正式落地;“汉语热”在阿拉伯国家持续升温，沙特、阿联酋、埃及宣布将中文教学纳入国民教育体系。上述现象主要说明( ),A、 “一带一路”促进人文交流更加深入||B、 形成了“一带一路”产业化集群||C、 各国之间经济互联互通||D、 中华文化成为人类文明的中心,A
第五章 习题-副本,单选题,3 ( )是新时代全面深化改革开放的思想前提。,A、 开拓创新||B、 贯彻新发展理念||C、 解放思想||D、 实事求是,C
第五章 习题-副本,单选题,4 ( )是运用国家制度管理国家各方面事务的能力。,A、 协调能力||B、 治理能力||C、 管理能力||D、 治理体系,B
第五章 习题-副本,单选题,5 ( )作出了全面深化改革的决定。,A、 党的十八大||B、 党的十八届三中全会||C、 党的十九届六中全会||D、 党的十九大,B
第五章 习题-副本,单选题,6 “一带一路”建设，坚持( )原则，机会和成果属于全世界。,A、 平等互惠||B、 共商共建||C、 互利共赢||D、 共商共建共享,D
第五章 习题-副本,单选题,7 全面深化改革的总目标是( )。,A、 推进国家治理体系和治理能力现代化||B、 进一步解放思想、发展社会生产力||C、 赋予社会主义新的生机活力，推进国家治理体系和治理能力现代化||D、 完善和发展中国特色社会主义制度，推进国家治理体系和治理能力现代化,D
第五章 习题-副本,单选题,8 坚持和完善中国特色社会主义制度、推进国家治理体系和治理能力现代化，不仅要建立完善的制度体系，还要在不断提高( )上狠下功夫。,A、 民主与法治||B、 社会发展和经济增速||C、 制度创新和社会和谐||D、 制度执行力和治理能力,D
第五章 习题-副本,单选题,9 中国坚持对外开放的基本国策，坚定奉行( )的开放战略。,A、 构建人类命运共同体||B、 不结盟||C、 互利共赢||D、 “一带一路”倡议,C
第五章 习题-副本,单选题,10 ( )，习近平先后提出共建“丝绸之路经济带”和“21世纪海上丝绸之路”的重大倡议。,A、 2013年9月和10月||B、 2015年9月和10月||C、 2012年9月和10月||D、 2014年9月和10月,A
第五章 习题-副本,单选题,11 习近平强调:“( )是决定当代中国命运的关键一招，也是决定实现’两个一百年’奋斗目标、实现中华民族伟大复兴的关键一招。”,A、 改革开放||B、 高质量发展||C、 全面依法治国||D、 文化自信,A
第五章 习题-副本,单选题,12 中国特色社会主义制度和国家治理体系是以( )为指导、植根中国大地、具有深厚中华文化根基、深得人民拥护的制度和治理体系。,A、 中国特色社会主义||B、 毛泽东思想||C、 马克思主义||D、 社会主义,C
第五章 习题-副本,单选题,13 推进改革的目的是要不断推进我国社会主义制度( )，赋予社会主义新的生机活力。,A、 现实性和实效性||B、 人民性和整体性||C、 自我完善和发展||D、 整体推进和全面发展,C
第五章 习题-副本,单选题,14 全面深化改革能否顺利推进，关键取决于党，取决于( )。,A、 社会主义的发展方向||B、 全方位对外开放||C、 全体人民的共同参与||D、 党的集中统一领导,D
第五章 习题-副本,多选题,1 推进国家治理体系和治理能力现代化，( )。,A、 必须坚定中国特色社会主义制度自信||B、 这是一个国家现代化的重要标志||C、 必须更好发挥中国特色社会主义制度优势||D、 必须把中国特色社会主义制度优势转化为国家治理效能,ABCD
第五章 习题-副本,多选题,2 党的十八大以来，我国全面开放新举措是( )。,A、 统筹多双边和区域开放合作||B、 推进贸易强国建设||C、 推进“一带一路”建设||D、 积极营造国际一流营商环境||E、 优化区域开放布局,ABCDE
第五章 习题-副本,多选题,3 对外开放面临的新形势是( )。,A、 逆全球化思潮抬头，单边主义、保护主义明显上升||B、 我国人力资源丰富，市场规模庞大，基础设施比较完善、产业配套齐全||C、 局部冲突和动荡频发，全球性问题加剧||D、 当今世界正在经历百年未有之大变局，新一轮科技革命和产业变革深入发展||E、 我国经济发展进入新常态，资源约束日益趋紧，环境承载能力接近上限,ABCDE
第五章 习题-副本,多选题,4 改革开放是坚持和发展中国特色社会主义的必由之路，因为( )。,A、 改革开放为中国特色社会主义开创、发展和完善提供了实践基础||B、 以上都正确||C、 谱写新时代中国特色社会主义的新篇章，依然需要全面深化改革、不断扩大对外开放||D、 改革开放深化了对社会主义建设规律的认识，为坚持和发展中国特色社会主义提供了有力支撑,ABCD
第五章 习题-副本,多选题,5 在全面深化改革中，要增强改革的( )。,A、 协同性||B、 整体性||C、 同一性||D、 系统性,ABD
第五章 习题-副本,多选题,6 全面深化改革要在哪些领域发力。( ),A、 健全加强党的全面领导、全面从严治党制度||B、 深化人民当家作主制度体系改革||C、 要深化社会主义市场经济体制改革||D、 深化社会体制改革||E、 深化文化体制改革,ABCDE
第五章 习题-副本,多选题,7 下面哪些是全面深化改革开放必须坚持的正确方法。( ),A、 胆子要大，步子要稳||B、 凡属重大改革都要于法有据||C、 加强顶层设计和摸着石头过河相结合||D、 统筹改革发展稳定||E、 增强全面深化改革的系统性、整体性、协同性,ABCDE
第五章 习题-副本,多选题,8 改革开放要坚守政治原则和底线，不是改弦易张。这里面最核心的是( )、( )，偏离了这一条，那就南辕北辙了。,A、 坚持和完善中国特色社会主义制度||B、 建成社会主义现代化国家||C、 坚持和改善人民代表大会制度||D、 坚持和改善党的领导,AD
第五章 习题-副本,多选题,9 全面深化改革的总目标是( )。,A、 完善和发展中国特色社会主义制度||B、 推进国家治理体系和治理能力现代化||C、 实现中国梦||D、 实现两个百年目标,AB
第五章 习题-副本,多选题,10 当前，之所以要全面深化改革开放 ，是因为( )。,A、 城乡区域发展差距和居民收入分配差距依然较大||B、 科技创新能力不强||C、 形式主义、官僚主义、享乐主义和奢靡之风问题突出||D、 产业结构不合理，发展方式依然粗放||E、 发展中不平衡、不协调、不可持续问题依然突出,ABCDE
第五章 习题-副本,多选题,"11 党的十一届三中全会来，我国创造了( )两大奇迹,极大地改变了中国的面貌。",A、 经济快速发展||B、 社会长期稳定||C、 民族团结||D、 “新四大发明”,AB
第五章 习题-副本,多选题,12 构建更高水平开放型经济新体制，必须( )。,A、 深化贸易投资领域体制机制改革，稳步扩大规则、规制、管理、标准等制度型开放。||B、 推动共建“一带一路”高质量发展。||C、 优化区域开放布局，实施自由贸易试验区提升战略，||D、 推动货物贸易优化升级，创新服务贸易发展机制，发展数字贸易，加快建设贸易强国。||E、 依托我国超大规模市场优势，以国内大循环吸引全球资源要素，提升贸易投资合作质量和水平。,ABCDE
第五章 习题-副本,多选题,13 改革开放是有方向、有立场、有原则的，必须( )。,A、 坚持以人民为中心，促进社会公平正义、增进人民福祉||B、 推进我国社会主义制度自我完善和发展，赋予社会主义新的生机活力||C、 坚持和改善党的全面领导、坚持和完善中国特色社会主义制度||D、 有利于进一步解放思想、进一步解放和发展社会生产力,ABCD
第五章 习题-副本,多选题,14 全面深化改革开放，是一场全面、系统、整体的制度创新，要着眼于建立一整套更完备、更稳定、更管用的制度体系，包括( )。,A、 坚持和完善人民当家作主制度体系||B、 完善涉外经济法律和规则体系||C、 坚持和完善统筹城乡的民生保障制度和共建共治共享的社会治理制度||D、 坚持和完善生态文明制度体系||E、 坚持和完善繁荣发展社会主义先进文化的制度,ABCDE
第五章 习题-副本,多选题,15 全面深化改革开放，必须( )。,A、 勇于破解我国开放型经济体制建设中的突出问题，积极适应经济全球化新趋势。||B、 勇于打破部门利益、行业利益、本位思想，服从国家整体利益||C、 勇于破除根本制度、基本制度障碍，构建系统完备、科学规范、运行有效的制度体系||D、 勇于破除一切不合时宜的观念，深入贯彻新理念新思想新战略,ABD
第五章 习题-副本,多选题,16 改革开放是( )。,A、 坚持和发展中国特色社会主义的必由之路||B、 完成新时代目标任务的必然要求||C、 党和人民大踏步赶上时代的重要法宝||D、 决定当代中国命运的关键一招,ABCD
第五章 习题-副本,填空题,1 坚持和完善繁荣发展社会主义先进文化的制度，确立和坚持____在意识形态领域指导地位的根本制度。,,马克思主义
第五章 习题-副本,填空题,2 坚持和完善社会主义基本经济制度，充分发挥市场在资源配置中的____作用，更好发挥政府作用,,决定性
第五章 习题-副本,填空题,3 只有社会主义才能救中国，只有____才能发展中国、发展社会主义、发展马克思主义。,,改革开放
第五章 习题-副本,填空题,4 “____”建设是党的十八大以来我国扩大对外开放的重大战略举措。,,一带一路
第五章 习题-副本,填空题,5 ____是当代中国最显著的特征、最壮丽的气象。,,改革开放
第五章 习题-副本,判断题,1 党的十一届三中全会是划时代的，开启了改革开放和社会主义现代化建设新时期。( ),,对
第五章 习题-副本,判断题,2 我国国家制度和国家治理体系的显著优势，要坚持以人民为中心的发展思想，不断保障和改善民生、增进人民福祉，走共同富裕道路的显著优势。( ),,对
第五章 习题-副本,判断题,3 中国对外开放，不是要一家唱独角戏，而是要欢迎各方共同参与;不是要谋求势力范围，而是要支持各国共同发展;不是要营造自己的后花园，而是要建设各国共享的百花园。 ( ),,对
第五章 习题-副本,判断题,4 党的二十大指出，要推进高水平对外开放，稳步扩大规则、规制、管理、标准等制度型开放。( ),,对
第五章 习题-副本,判断题,5 改革是由问题倒逼而产生，改革进程中的矛盾只能用改革的办法来解决。( ),,对
第五章 习题-副本,判断题,6 党的二十大指出，全面建设社会主义现代化国家的前进道路上，要牢牢把握五项重大原则:坚持和加强的全面领导，坚持中国特色社会主义道路、坚持以人民为中心的发展思想、坚持深化改革开放和坚持发扬斗争精神。( ),,对
第五章 习题-副本,判断题,7 凡属重大改革不必于法有据，需要修改法律的可以不用先修改法律，先破后立。( ),,错
第五章 习题-副本,判断题,8 我国构建互利共赢、多元平衡、安全高效的开放型经济体系，不断增强我国国际经济合作和竞争新优势。( ),,对
第五章 习题-副本,判断题,9 新时代全面深化改革开放，就其艰巨性、复杂性和系统性来说，是一场深刻的革命。( ),,对
第十五章-副本-副本,单选题,1 两岸关系和平发展的最大障碍是( )。,A、 经济发展水平不同||B、 信仰不同||C、 制度不同||D、 “台独”,D
第十五章-副本-副本,单选题,2 能够确保香港、澳门回归后长期繁荣稳定的最佳制度是( )。,A、 中西结合制度||B、 资本主义制度||C、 一国两制||D、 社会主义制度,C
第十五章-副本-副本,单选题,3 “一国两制”是一个完整的概念。“一国”是实行“两制”的( )，“两制”从属和派生于“一国”并统一于“一国”之内。,A、 目标和原则||B、 方向和路径||C、 前提和基础||D、 结果和目标,C
第十五章-副本-副本,单选题,4 澳门、香港特别行政区现任行政长官分别是( ),A、 林郑月娥 崔世安||B、 李家超 贺一诚||C、 梁振英 李家超||D、 何厚铧林 林郑月娥||E、 贺一诚 李家超,E
第十五章-副本-副本,单选题,5 ( )是两岸关系的政治基础。,A、 继续推进两岸“三通”||B、 促进两岸人文交流||C、 协商解决两岸同胞关心的问题||D、 一个中国原则,D
第十五章-副本-副本,单选题,6 ( )，这是实现祖国统一的战略思路。,A、 坚持一个中国原则和“九二共识”||B、 坚持“和平统一、一国两制”基本方针||C、 坚持在祖国大陆发展进步基础上解决台湾问题||D、 坚持推动两岸关系融合发展,C
第十五章-副本-副本,单选题,7 ( )，这是实现祖国统一的战略支撑。,A、 坚持党中央对对台工作的集中统一领导||B、 坚持粉碎“台独”分裂图谋||C、 坚持决不承诺放弃使用武力||D、 坚持团结台湾同胞、争取台湾民心||E、 坚持反对外部势力干涉,C
第十五章-副本-副本,单选题,8 中央政府对特别行政区拥有( )，这是特别行政区高度自治权的源头。,A、 立法管治权||B、 全面管治权||C、 高度管理权||D、 自主选择权,B
第十五章-副本-副本,单选题,9 “一国两制”伟大构想，最早是针对( )提出来的。,A、 金门问题||B、 台湾问题||C、 澳门问题||D、 香港问题,B
第十五章-副本-副本,多选题,1 对中央全面管治权和特别行政区高度自治权的正确理解是( )。,"A、 中央有权对特别行政区高度自治权行使情况进行监督||B、 它们之间是源与流、本与末的关系||C、 中央对包括香港、澳门特别行政区在内的所有地方行政区域拥有全面管治权。||D、 高度自治不是完全自治,而是中央授予的地方事务管理权||E、 全面管治权是授权特别行政区高度自治的前提和基础，高度自治权是中央行使全面管治权的体现",ABCDE
第十五章-副本-副本,多选题,2 以下关于“一国”和“两制”的关系，正确的是( )。,A、 “一国两制”是一个完整的概念||B、 “一国”是实行“两制”的前提和基础||C、 “一国”之内的“两制”并非等量齐观，国家的主体必须实行社会主义制度，特别行政区所有居民应该自觉尊重和维护国家的根本制度。||D、 “两制”从属和派生于“一国”，并统一于“一国”之内,ABCD
第十五章-副本-副本,多选题,"3 面对香港局势动荡变化，党中央审时度势，采取哪些标本兼治的举措, 推动香港局势实现由乱到治的重大转折。( )",A、 建立健全香港特别行政区维护国家安全的法律制度和执行机制||B、 支持行政长官和特别行政区政府依法施政、积极作为||C、 完善香港特别行政区选举制度||D、 坚持以行政长官为核心的行政主导体制,ABCD
第十五章-副本-副本,多选题,4 祖国完全统一一定要实现，也一定能够实现，因为( )。,"A、 台湾前途在于国家统一，台湾同胞福祉系于民族复兴||B、 “台独”是历史逆流，是绝路,我们绝不为各种形式的“台独”分裂活动留下任何空间||C、 实现祖国完全统一是中华民族伟大复兴的必然要求,是不可阻挡的历史潮流||D、 国家统一是大势所趋、大义所在、民心所向,台湾问题因民族弱乱而产生，必将随着民族复兴而解决",ABCD
第十五章-副本-副本,多选题,5 在“一国两制”之下，作为直辖于中央人民政府的香港、澳门特别行政区，享有高度自治权，包括( )。,A、 立法权||B、 独立的司法权和终审权||C、 行政管理权||D、 外交权,ABC
第十五章-副本-副本,多选题,6 为了解决香港特别行政区在维护国家安全领域长期“不设防”的状况，中央人民政府采取的措施有( )。,A、 2020年6月，十三届全国人大常委会第二十次会议通过《中华人民共和国香港特别行政区维护国家安全法》||B、 中央人民政府依法设立驻香港特别行政区维护国家安全公署||C、 2020年5月，十三届全国人大三次会议通过《全国人民代表大会关于建立健全香港特别行政区维护国家安全的法律制度和执行机制的决定》。||D、 2022年12月，十三届全国人大常委会第三十八次会议通过《关于〈中华人民共和国香港特别行政区维护国家安全法〉第十四条和第四十七条的解释》,ABCD
第十五章-副本-副本,多选题,"7 落实“爱国者治港”“爱国者治澳”原则,( )。",A、 是保证香港、澳门长治久安的必然要求||B、 事关特别行政区的管治权掌握在谁手中||C、 事关香港、澳门长期繁荣稳定||D、 事关国家主权、安全、发展利益,ABCD
第十五章-副本-副本,多选题,8 解决台湾问题、实现祖国完全统一，是( )。,"A、 中国核心利益的核心, 民族复兴的题中之义||B、 全体中华儿女的共同愿望||C、 党矢志不渝的历史任务||D、 大势所趋、大义所在、民心所向||E、 实现中华民族伟大复兴的必然要求",ABCDE
第十五章-副本-副本,多选题,9 党的十八大以来，党中央全面准确贯彻“一国两制”方针，牢牢掌握( )赋予的中央对香港、澳门全面管治权。,A、 基本法||B、 宪法||C、 刑法||D、 民法,AB
第十五章-副本-副本,多选题,10 全面准确贯彻“一国两制”方针，必须( )。,A、 始终准确把握“一国”和“两制”的关系||B、 聚焦发展这个第一要务，推动港澳融入国家发展大局||C、 落实中央对特别行政区全面管治权，维护国家主权、安全、发展利益||D、 坚持爱国者治港治澳原则,ABCD
第十五章-副本-副本,多选题,"11 坚持和完善“一国两制”制度体系,要( )。",A、 要继续发展壮大爱国爱港爱澳力量，增强港澳同胞的爱国精神||B、 加强依法治理相关制度和机制建设||C、 健全中央行使全面管治权的制度||D、 为落实爱国者治理提供制度保障,ABCD
